word,emoji,word_vn_upcase,word_vn,emoji_no_punc
:woman_in_tuxedo_medium-light_skin_tone:,🤵🏼‍♀️,người phụ nữ màu da sáng vừa mang áo đuôi tôm,người phụ nữ màu da sáng vừa mang áo đuôi tôm,woman in tuxedo medium-light skin tone
:woman_in_tuxedo_medium_skin_tone:,🤵🏽‍♀️,người phụ nữ màu da thường mang áo đuôi tôm,người phụ nữ màu da thường mang áo đuôi tôm,woman in tuxedo medium skin tone
:woman_judge:,👩‍⚖️,thẩm phán nữ,thẩm phán nữ,woman judge
:woman_judge_dark_skin_tone:,👩🏿‍⚖️,thẩm phán nữ màu da sẫm,thẩm phán nữ màu da sẫm,woman judge dark skin tone
:woman_judge_light_skin_tone:,👩🏻‍⚖️,thẩm phán nữ màu da sáng,thẩm phán nữ màu da sáng,woman judge light skin tone
:woman_judge_medium-dark_skin_tone:,👩🏾‍⚖️,thẩm phán nữ màu da sẫm vừa,thẩm phán nữ màu da sẫm vừa,woman judge medium-dark skin tone
:woman_judge_medium-light_skin_tone:,👩🏼‍⚖️,thẩm phán nữ màu da sáng vừa,thẩm phán nữ màu da sáng vừa,woman judge medium-light skin tone
:woman_judge_medium_skin_tone:,👩🏽‍⚖️,thẩm phán nữ màu da thường,thẩm phán nữ màu da thường,woman judge medium skin tone
:woman_juggling:,🤹‍♀️,người phụ nữ tung hứng,người phụ nữ tung hứng,woman juggling
:woman_juggling_dark_skin_tone:,🤹🏿‍♀️,người phụ nữ màu da sẫm tung hứng,người phụ nữ màu da sẫm tung hứng,woman juggling dark skin tone
:woman_juggling_light_skin_tone:,🤹🏻‍♀️,người phụ nữ màu da sáng tung hứng,người phụ nữ màu da sáng tung hứng,woman juggling light skin tone
:woman_juggling_medium-dark_skin_tone:,🤹🏾‍♀️,người phụ nữ màu da sẫm vừa tung hứng,người phụ nữ màu da sẫm vừa tung hứng,woman juggling medium-dark skin tone
:woman_juggling_medium-light_skin_tone:,🤹🏼‍♀️,người phụ nữ màu da sáng vừa tung hứng,người phụ nữ màu da sáng vừa tung hứng,woman juggling medium-light skin tone
:woman_juggling_medium_skin_tone:,🤹🏽‍♀️,người phụ nữ màu da thường tung hứng,người phụ nữ màu da thường tung hứng,woman juggling medium skin tone
:woman_kneeling:,🧎‍♀️,người phụ nữ đang quỳ,người phụ nữ đang quỳ,woman kneeling
:woman_kneeling_dark_skin_tone:,🧎🏿‍♀️,người phụ nữ màu da sẫm đang quỳ,người phụ nữ màu da sẫm đang quỳ,woman kneeling dark skin tone
:woman_kneeling_light_skin_tone:,🧎🏻‍♀️,người phụ nữ màu da sáng đang quỳ,người phụ nữ màu da sáng đang quỳ,woman kneeling light skin tone
:woman_kneeling_medium-dark_skin_tone:,🧎🏾‍♀️,người phụ nữ màu da sẫm vừa đang quỳ,người phụ nữ màu da sẫm vừa đang quỳ,woman kneeling medium-dark skin tone
:woman_kneeling_medium-light_skin_tone:,🧎🏼‍♀️,người phụ nữ màu da sáng vừa đang quỳ,người phụ nữ màu da sáng vừa đang quỳ,woman kneeling medium-light skin tone
:woman_kneeling_medium_skin_tone:,🧎🏽‍♀️,người phụ nữ màu da thường đang quỳ,người phụ nữ màu da thường đang quỳ,woman kneeling medium skin tone
:woman_lifting_weights:,🏋️‍♀️,người phụ nữ nâng tạ,người phụ nữ nâng tạ,woman lifting weights
:woman_lifting_weights_dark_skin_tone:,🏋🏿‍♀️,người phụ nữ màu da sẫm nâng tạ,người phụ nữ màu da sẫm nâng tạ,woman lifting weights dark skin tone
:woman_lifting_weights_light_skin_tone:,🏋🏻‍♀️,người phụ nữ màu da sáng nâng tạ,người phụ nữ màu da sáng nâng tạ,woman lifting weights light skin tone
:woman_lifting_weights_medium-dark_skin_tone:,🏋🏾‍♀️,người phụ nữ màu da sẫm vừa nâng tạ,người phụ nữ màu da sẫm vừa nâng tạ,woman lifting weights medium-dark skin tone
:woman_lifting_weights_medium-light_skin_tone:,🏋🏼‍♀️,người phụ nữ màu da sáng vừa nâng tạ,người phụ nữ màu da sáng vừa nâng tạ,woman lifting weights medium-light skin tone
:woman_lifting_weights_medium_skin_tone:,🏋🏽‍♀️,người phụ nữ màu da thường nâng tạ,người phụ nữ màu da thường nâng tạ,woman lifting weights medium skin tone
:woman_light_skin_tone:,👩🏻,người phụ nữ da sáng,người phụ nữ da sáng,woman light skin tone
:woman_light_skin_tone_bald:,👩🏻‍🦲,người phụ nữ hói da sáng,người phụ nữ hói da sáng,woman light skin tone bald
:woman_light_skin_tone_beard:,🧔🏻‍♀️,người phụ nữ có râu da sáng,người phụ nữ có râu da sáng,woman light skin tone beard
:woman_light_skin_tone_blond_hair:,👱🏻‍♀️,người phụ nữ tóc vàng da sáng,người phụ nữ tóc vàng da sáng,woman light skin tone blond hair
:woman_light_skin_tone_curly_hair:,👩🏻‍🦱,người phụ nữ tóc xoăn da sáng,người phụ nữ tóc xoăn da sáng,woman light skin tone curly hair
:woman_light_skin_tone_red_hair:,👩🏻‍🦰,người phụ nữ tóc đỏ da sáng,người phụ nữ tóc đỏ da sáng,woman light skin tone red hair
:woman_light_skin_tone_white_hair:,👩🏻‍🦳,người phụ nữ tóc trắng da sáng,người phụ nữ tóc trắng da sáng,woman light skin tone white hair
:woman_mage:,🧙‍♀️,pháp sư nữ,pháp sư nữ,woman mage
:woman_mage_dark_skin_tone:,🧙🏿‍♀️,pháp sư nữ màu da sẫm,pháp sư nữ màu da sẫm,woman mage dark skin tone
:woman_mage_light_skin_tone:,🧙🏻‍♀️,pháp sư nữ màu da sáng,pháp sư nữ màu da sáng,woman mage light skin tone
:woman_mage_medium-dark_skin_tone:,🧙🏾‍♀️,pháp sư nữ màu da sẫm vừa,pháp sư nữ màu da sẫm vừa,woman mage medium-dark skin tone
:woman_mage_medium-light_skin_tone:,🧙🏼‍♀️,pháp sư nữ màu da sáng vừa,pháp sư nữ màu da sáng vừa,woman mage medium-light skin tone
:woman_mage_medium_skin_tone:,🧙🏽‍♀️,pháp sư nữ màu da thường,pháp sư nữ màu da thường,woman mage medium skin tone
:woman_mechanic:,👩‍🔧,thợ máy nữ,thợ máy nữ,woman mechanic
:woman_mechanic_dark_skin_tone:,👩🏿‍🔧,thợ máy nữ màu da sẫm,thợ máy nữ màu da sẫm,woman mechanic dark skin tone
:woman_mechanic_light_skin_tone:,👩🏻‍🔧,thợ máy nữ màu da sáng,thợ máy nữ màu da sáng,woman mechanic light skin tone
:woman_mechanic_medium-dark_skin_tone:,👩🏾‍🔧,thợ máy nữ màu da sẫm vừa,thợ máy nữ màu da sẫm vừa,woman mechanic medium-dark skin tone
:woman_mechanic_medium-light_skin_tone:,👩🏼‍🔧,thợ máy nữ màu da sáng vừa,thợ máy nữ màu da sáng vừa,woman mechanic medium-light skin tone
:woman_mechanic_medium_skin_tone:,👩🏽‍🔧,thợ máy nữ màu da thường,thợ máy nữ màu da thường,woman mechanic medium skin tone
:woman_medium-dark_skin_tone:,👩🏾,người phụ nữ da sẫm vừa,người phụ nữ da sẫm vừa,woman medium-dark skin tone
:woman_medium-dark_skin_tone_bald:,👩🏾‍🦲,người phụ nữ hói da sẫm vừa,người phụ nữ hói da sẫm vừa,woman medium-dark skin tone bald
:woman_medium-dark_skin_tone_beard:,🧔🏾‍♀️,người phụ nữ có râu da sẫm vừa,người phụ nữ có râu da sẫm vừa,woman medium-dark skin tone beard
:woman_medium-dark_skin_tone_blond_hair:,👱🏾‍♀️,người phụ nữ tóc vàng da sẫm vừa,người phụ nữ tóc vàng da sẫm vừa,woman medium-dark skin tone blond hair
:woman_medium-dark_skin_tone_curly_hair:,👩🏾‍🦱,người phụ nữ tóc xoăn da sẫm vừa,người phụ nữ tóc xoăn da sẫm vừa,woman medium-dark skin tone curly hair
:woman_medium-dark_skin_tone_red_hair:,👩🏾‍🦰,người phụ nữ tóc đỏ da sẫm vừa,người phụ nữ tóc đỏ da sẫm vừa,woman medium-dark skin tone red hair
:woman_medium-dark_skin_tone_white_hair:,👩🏾‍🦳,người phụ nữ tóc trắng da sẫm vừa,người phụ nữ tóc trắng da sẫm vừa,woman medium-dark skin tone white hair
:woman_medium-light_skin_tone:,👩🏼,người phụ nữ da sáng vừa,người phụ nữ da sáng vừa,woman medium-light skin tone
:woman_medium-light_skin_tone_bald:,👩🏼‍🦲,người phụ nữ hói da sáng vừa,người phụ nữ hói da sáng vừa,woman medium-light skin tone bald
:woman_medium-light_skin_tone_beard:,🧔🏼‍♀️,người phụ nữ có râu da sáng vừa,người phụ nữ có râu da sáng vừa,woman medium-light skin tone beard
:woman_medium-light_skin_tone_blond_hair:,👱🏼‍♀️,người phụ nữ tóc vàng da sáng vừa,người phụ nữ tóc vàng da sáng vừa,woman medium-light skin tone blond hair
:woman_medium-light_skin_tone_curly_hair:,👩🏼‍🦱,người phụ nữ tóc xoăn da sáng vừa,người phụ nữ tóc xoăn da sáng vừa,woman medium-light skin tone curly hair
:woman_medium-light_skin_tone_red_hair:,👩🏼‍🦰,người phụ nữ tóc đỏ da sáng vừa,người phụ nữ tóc đỏ da sáng vừa,woman medium-light skin tone red hair
:woman_medium-light_skin_tone_white_hair:,👩🏼‍🦳,người phụ nữ tóc trắng da sáng vừa,người phụ nữ tóc trắng da sáng vừa,woman medium-light skin tone white hair
:woman_medium_skin_tone:,👩🏽,người phụ nữ da thường,người phụ nữ da thường,woman medium skin tone
:woman_medium_skin_tone_bald:,👩🏽‍🦲,người phụ nữ hói da thường,người phụ nữ hói da thường,woman medium skin tone bald
:woman_medium_skin_tone_beard:,🧔🏽‍♀️,người phụ nữ có râu da thường,người phụ nữ có râu da thường,woman medium skin tone beard
:woman_medium_skin_tone_blond_hair:,👱🏽‍♀️,người phụ nữ tóc vàng da thường,người phụ nữ tóc vàng da thường,woman medium skin tone blond hair
:woman_medium_skin_tone_curly_hair:,👩🏽‍🦱,người phụ nữ tóc xoăn da thường,người phụ nữ tóc xoăn da thường,woman medium skin tone curly hair
:woman_medium_skin_tone_red_hair:,👩🏽‍🦰,người phụ nữ tóc đỏ da thường,người phụ nữ tóc đỏ da thường,woman medium skin tone red hair
:woman_medium_skin_tone_white_hair:,👩🏽‍🦳,người phụ nữ tóc trắng da thường,người phụ nữ tóc trắng da thường,woman medium skin tone white hair
:woman_mountain_biking:,🚵‍♀️,người phụ nữ đi xe đạp leo núi,người phụ nữ đi xe đạp leo núi,woman mountain biking
:woman_mountain_biking_dark_skin_tone:,🚵🏿‍♀️,người phụ nữ màu da sẫm đi xe đạp leo núi,người phụ nữ màu da sẫm đi xe đạp leo núi,woman mountain biking dark skin tone
:woman_mountain_biking_light_skin_tone:,🚵🏻‍♀️,người phụ nữ màu da sáng đi xe đạp leo núi,người phụ nữ màu da sáng đi xe đạp leo núi,woman mountain biking light skin tone
:woman_mountain_biking_medium-dark_skin_tone:,🚵🏾‍♀️,người phụ nữ màu da sẫm vừa đi xe đạp leo núi,người phụ nữ màu da sẫm vừa đi xe đạp leo núi,woman mountain biking medium-dark skin tone
:woman_mountain_biking_medium-light_skin_tone:,🚵🏼‍♀️,người phụ nữ màu da sáng vừa đi xe đạp leo núi,người phụ nữ màu da sáng vừa đi xe đạp leo núi,woman mountain biking medium-light skin tone
:woman_mountain_biking_medium_skin_tone:,🚵🏽‍♀️,người phụ nữ màu da thường đi xe đạp leo núi,người phụ nữ màu da thường đi xe đạp leo núi,woman mountain biking medium skin tone
:woman_office_worker:,👩‍💼,nhân viên văn phòng nữ,nhân viên văn phòng nữ,woman office worker
:woman_office_worker_dark_skin_tone:,👩🏿‍💼,nhân viên văn phòng nữ màu da sẫm,nhân viên văn phòng nữ màu da sẫm,woman office worker dark skin tone
:woman_office_worker_light_skin_tone:,👩🏻‍💼,nhân viên văn phòng nữ màu da sáng,nhân viên văn phòng nữ màu da sáng,woman office worker light skin tone
:woman_office_worker_medium-dark_skin_tone:,👩🏾‍💼,nhân viên văn phòng nữ màu da sẫm vừa,nhân viên văn phòng nữ màu da sẫm vừa,woman office worker medium-dark skin tone
:woman_office_worker_medium-light_skin_tone:,👩🏼‍💼,nhân viên văn phòng nữ màu da sáng vừa,nhân viên văn phòng nữ màu da sáng vừa,woman office worker medium-light skin tone
:woman_office_worker_medium_skin_tone:,👩🏽‍💼,nhân viên văn phòng nữ màu da thường,nhân viên văn phòng nữ màu da thường,woman office worker medium skin tone
:woman_pilot:,👩‍✈️,phi công nữ,phi công nữ,woman pilot
:woman_pilot_dark_skin_tone:,👩🏿‍✈️,phi công nữ màu da sẫm,phi công nữ màu da sẫm,woman pilot dark skin tone
:woman_pilot_light_skin_tone:,👩🏻‍✈️,phi công nữ màu da sáng,phi công nữ màu da sáng,woman pilot light skin tone
:woman_pilot_medium-dark_skin_tone:,👩🏾‍✈️,phi công nữ màu da sẫm vừa,phi công nữ màu da sẫm vừa,woman pilot medium-dark skin tone
:woman_pilot_medium-light_skin_tone:,👩🏼‍✈️,phi công nữ màu da sáng vừa,phi công nữ màu da sáng vừa,woman pilot medium-light skin tone
:woman_pilot_medium_skin_tone:,👩🏽‍✈️,phi công nữ màu da thường,phi công nữ màu da thường,woman pilot medium skin tone
:woman_playing_handball:,🤾‍♀️,người phụ nữ chơi bóng ném,người phụ nữ chơi bóng ném,woman playing handball
:woman_playing_handball_dark_skin_tone:,🤾🏿‍♀️,người phụ nữ màu da sẫm chơi bóng ném,người phụ nữ màu da sẫm chơi bóng ném,woman playing handball dark skin tone
:woman_playing_handball_light_skin_tone:,🤾🏻‍♀️,người phụ nữ màu da sáng chơi bóng ném,người phụ nữ màu da sáng chơi bóng ném,woman playing handball light skin tone
:woman_playing_handball_medium-dark_skin_tone:,🤾🏾‍♀️,người phụ nữ màu da sẫm vừa chơi bóng ném,người phụ nữ màu da sẫm vừa chơi bóng ném,woman playing handball medium-dark skin tone
:woman_playing_handball_medium-light_skin_tone:,🤾🏼‍♀️,người phụ nữ màu da sáng vừa chơi bóng ném,người phụ nữ màu da sáng vừa chơi bóng ném,woman playing handball medium-light skin tone
:woman_playing_handball_medium_skin_tone:,🤾🏽‍♀️,người phụ nữ màu da thường chơi bóng ném,người phụ nữ màu da thường chơi bóng ném,woman playing handball medium skin tone
:woman_playing_water_polo:,🤽‍♀️,người phụ nữ chơi bóng nước,người phụ nữ chơi bóng nước,woman playing water polo
